Datetime,Adj Close,Close,High,Low,Open,Volume
2022-02-08 09:30:00-05:00,94.27999877929688,94.27999877929688,94.4000015258789,93.7699966430664,93.7699966430664,954886.0
2022-02-08 09:31:00-05:00,94.48999786376953,94.48999786376953,94.5,94.27999877929688,94.36499786376953,28705.0
2022-02-08 09:32:00-05:00,94.62000274658203,94.62000274658203,94.7300033569336,94.51000213623047,94.51000213623047,37347.0
2022-02-08 09:33:00-05:00,94.51000213623047,94.51000213623047,94.62000274658203,94.38999938964844,94.58000183105469,34304.0
2022-02-08 09:34:00-05:00,94.41999816894531,94.41999816894531,94.66999816894531,94.4000015258789,94.5250015258789,23233.0
2022-02-08 09:35:00-05:00,94.56999969482422,94.56999969482422,94.625,94.41999816894531,94.43000030517578,18834.0
2022-02-08 09:36:00-05:00,94.37000274658203,94.37000274658203,94.58999633789062,94.30999755859375,94.58999633789062,21258.0
2022-02-08 09:37:00-05:00,94.45999908447266,94.45999908447266,94.50499725341797,94.33999633789062,94.38999938964844,11342.0
2022-02-08 09:38:00-05:00,94.41000366210938,94.41000366210938,94.5,94.31999969482422,94.5,9135.0
2022-02-08 09:39:00-05:00,94.26000213623047,94.26000213623047,94.44000244140625,94.2300033569336,94.44000244140625,9163.0
2022-02-08 09:40:00-05:00,94.37999725341797,94.37999725341797,94.37999725341797,94.22000122070312,94.25,10333.0
2022-02-08 09:41:00-05:00,94.51000213623047,94.51000213623047,94.52999877929688,94.33000183105469,94.37999725341797,13719.0
2022-02-08 09:42:00-05:00,94.41999816894531,94.41999816894531,94.58999633789062,94.4000015258789,94.5,100721.0
2022-02-08 09:43:00-05:00,94.31999969482422,94.31999969482422,94.44999694824219,94.22000122070312,94.42500305175781,14588.0
2022-02-08 09:44:00-05:00,94.54000091552734,94.54000091552734,94.5999984741211,94.33000183105469,94.33000183105469,11748.0
2022-02-08 09:45:00-05:00,94.69860076904297,94.69860076904297,94.70999908447266,94.55999755859375,94.55999755859375,46620.0
2022-02-08 09:46:00-05:00,94.63999938964844,94.63999938964844,94.66999816894531,94.58000183105469,94.58000183105469,6383.0
2022-02-08 09:47:00-05:00,94.55000305175781,94.55000305175781,94.68000030517578,94.55000305175781,94.62000274658203,9988.0
2022-02-08 09:48:00-05:00,94.79519653320312,94.79519653320312,94.80500030517578,94.52999877929688,94.56999969482422,17313.0
2022-02-08 09:49:00-05:00,94.55999755859375,94.55999755859375,94.80999755859375,94.5199966430664,94.77999877929688,15475.0
2022-02-08 09:50:00-05:00,94.48999786376953,94.48999786376953,94.58999633789062,94.43499755859375,94.55999755859375,32736.0
2022-02-08 09:51:00-05:00,94.33000183105469,94.33000183105469,94.48999786376953,94.23899841308594,94.48999786376953,13690.0
2022-02-08 09:52:00-05:00,94.37999725341797,94.37999725341797,94.3821029663086,94.25,94.3499984741211,12103.0
2022-02-08 09:53:00-05:00,94.5199966430664,94.5199966430664,94.5199966430664,94.36000061035156,94.37000274658203,22284.0
2022-02-08 09:54:00-05:00,94.5999984741211,94.5999984741211,94.70999908447266,94.48999786376953,94.51000213623047,19836.0
2022-02-08 09:55:00-05:00,94.58999633789062,94.58999633789062,94.66000366210938,94.48999786376953,94.62000274658203,21652.0
2022-02-08 09:56:00-05:00,94.69999694824219,94.69999694824219,94.69999694824219,94.55000305175781,94.58499908447266,12998.0
2022-02-08 09:57:00-05:00,94.63999938964844,94.63999938964844,94.72879791259766,94.62999725341797,94.70500183105469,22223.0
2022-02-08 09:58:00-05:00,94.55899810791016,94.55899810791016,94.62999725341797,94.52999877929688,94.62000274658203,17777.0
2022-02-08 09:59:00-05:00,94.5199966430664,94.5199966430664,94.61000061035156,94.49500274658203,94.54000091552734,85897.0
2022-02-08 10:00:00-05:00,94.5199966430664,94.5199966430664,94.57499694824219,94.41999816894531,94.5,32613.0
2022-02-08 10:01:00-05:00,94.08999633789062,94.08999633789062,94.52999877929688,94.08999633789062,94.52999877929688,24752.0
2022-02-08 10:02:00-05:00,93.88999938964844,93.88999938964844,94.06999969482422,93.87999725341797,94.06999969482422,24885.0
2022-02-08 10:03:00-05:00,93.93000030517578,93.93000030517578,93.94999694824219,93.86000061035156,93.9000015258789,12370.0
2022-02-08 10:04:00-05:00,93.79000091552734,93.79000091552734,93.91000366210938,93.77999877929688,93.91000366210938,15407.0
2022-02-08 10:05:00-05:00,93.73999786376953,93.73999786376953,93.79499816894531,93.69000244140625,93.77999877929688,24231.0
2022-02-08 10:06:00-05:00,93.76249694824219,93.76249694824219,93.78500366210938,93.69000244140625,93.76000213623047,48093.0
2022-02-08 10:07:00-05:00,93.9800033569336,93.9800033569336,94.01000213623047,93.75,93.76000213623047,38774.0
2022-02-08 10:08:00-05:00,93.81999969482422,93.81999969482422,94.0,93.80500030517578,93.97000122070312,21415.0
2022-02-08 10:09:00-05:00,93.80999755859375,93.80999755859375,93.89140319824219,93.80000305175781,93.83999633789062,14874.0
2022-02-08 10:10:00-05:00,93.81839752197266,93.81839752197266,93.83999633789062,93.77999877929688,93.80000305175781,16845.0
2022-02-08 10:11:00-05:00,94.01000213623047,94.01000213623047,94.01000213623047,93.81500244140625,93.81500244140625,37179.0
2022-02-08 10:12:00-05:00,93.8550033569336,93.8550033569336,94.16000366210938,93.83999633789062,94.05999755859375,22598.0
2022-02-08 10:13:00-05:00,94.16999816894531,94.16999816894531,94.20999908447266,93.8550033569336,93.86000061035156,22148.0
2022-02-08 10:14:00-05:00,94.1500015258789,94.1500015258789,94.20999908447266,94.06999969482422,94.20999908447266,10161.0
2022-02-08 10:15:00-05:00,94.04499816894531,94.04499816894531,94.22100067138672,93.98999786376953,94.22100067138672,33788.0
2022-02-08 10:16:00-05:00,94.05999755859375,94.05999755859375,94.08499908447266,94.01000213623047,94.02999877929688,10905.0
2022-02-08 10:17:00-05:00,94.13999938964844,94.13999938964844,94.13999938964844,94.05000305175781,94.06999969482422,39673.0
2022-02-08 10:18:00-05:00,94.09919738769531,94.09919738769531,94.18000030517578,94.08499908447266,94.1500015258789,17906.0
2022-02-08 10:19:00-05:00,94.12000274658203,94.12000274658203,94.16000366210938,94.08000183105469,94.12000274658203,8608.0
2022-02-08 10:20:00-05:00,94.12000274658203,94.12000274658203,94.20999908447266,94.12000274658203,94.13099670410156,17340.0
2022-02-08 10:21:00-05:00,94.29000091552734,94.29000091552734,94.29000091552734,94.13500213623047,94.13500213623047,33917.0
2022-02-08 10:22:00-05:00,94.20999908447266,94.20999908447266,94.29000091552734,94.20999908447266,94.29000091552734,18485.0
2022-02-08 10:23:00-05:00,94.20999908447266,94.20999908447266,94.220703125,94.12000274658203,94.220703125,9539.0
2022-02-08 10:24:00-05:00,94.06500244140625,94.06500244140625,94.19999694824219,94.06500244140625,94.19999694824219,19428.0
2022-02-08 10:25:00-05:00,94.19999694824219,94.19999694824219,94.19999694824219,93.98999786376953,94.05999755859375,17396.0
2022-02-08 10:26:00-05:00,94.16000366210938,94.16000366210938,94.23999786376953,94.16000366210938,94.20059967041016,25119.0
2022-02-08 10:27:00-05:00,94.02999877929688,94.02999877929688,94.19000244140625,93.98999786376953,94.19000244140625,34972.0
2022-02-08 10:28:00-05:00,94.0999984741211,94.0999984741211,94.12999725341797,93.99500274658203,94.01000213623047,25772.0
2022-02-08 10:29:00-05:00,94.16000366210938,94.16000366210938,94.16000366210938,94.08000183105469,94.11000061035156,9290.0
